week_period,week_start,week_end,official_holiday_days
2017-12-25/2017-12-31,2017-12-25,2017-12-31,0
2018-01-01/2018-01-07,2018-01-01,2018-01-07,0
2018-01-08/2018-01-14,2018-01-08,2018-01-14,0
2018-01-15/2018-01-21,2018-01-15,2018-01-21,0
2018-01-22/2018-01-28,2018-01-22,2018-01-28,0
2018-01-29/2018-02-04,2018-01-29,2018-02-04,0
2018-02-05/2018-02-11,2018-02-05,2018-02-11,1
2018-02-12/2018-02-18,2018-02-12,2018-02-18,0
2018-02-19/2018-02-25,2018-02-19,2018-02-25,1
2018-02-26/2018-03-04,2018-02-26,2018-03-04,0
2018-03-05/2018-03-11,2018-03-05,2018-03-11,0
2018-03-12/2018-03-18,2018-03-12,2018-03-18,0
2018-03-19/2018-03-25,2018-03-19,2018-03-25,5
2018-03-26/2018-04-01,2018-03-26,2018-04-01,2
2018-04-02/2018-04-08,2018-04-02,2018-04-08,1
2018-04-09/2018-04-15,2018-04-09,2018-04-15,1
2018-04-16/2018-04-22,2018-04-16,2018-04-22,0
2018-04-23/2018-04-29,2018-04-23,2018-04-29,0
2018-04-30/2018-05-06,2018-04-30,2018-05-06,1
2018-05-07/2018-05-13,2018-05-07,2018-05-13,0
2018-05-14/2018-05-20,2018-05-14,2018-05-20,0
2018-05-21/2018-05-27,2018-05-21,2018-05-27,0
2018-05-28/2018-06-03,2018-05-28,2018-06-03,0
2018-06-04/2018-06-10,2018-06-04,2018-06-10,3
2018-06-11/2018-06-17,2018-06-11,2018-06-17,2
2018-06-18/2018-06-24,2018-06-18,2018-06-24,0
2018-06-25/2018-07-01,2018-06-25,2018-07-01,0
2018-07-02/2018-07-08,2018-07-02,2018-07-08,0
2018-07-09/2018-07-15,2018-07-09,2018-07-15,1
2018-07-16/2018-07-22,2018-07-16,2018-07-22,0
2018-07-23/2018-07-29,2018-07-23,2018-07-29,0
2018-07-30/2018-08-05,2018-07-30,2018-08-05,0
2018-08-06/2018-08-12,2018-08-06,2018-08-12,0
2018-08-13/2018-08-19,2018-08-13,2018-08-19,0
2018-08-20/2018-08-26,2018-08-20,2018-08-26,1
2018-08-27/2018-09-02,2018-08-27,2018-09-02,1
2018-09-03/2018-09-09,2018-09-03,2018-09-09,0
2018-09-10/2018-09-16,2018-09-10,2018-09-16,0
2018-09-17/2018-09-23,2018-09-17,2018-09-23,2
2018-09-24/2018-09-30,2018-09-24,2018-09-30,0
2018-10-01/2018-10-07,2018-10-01,2018-10-07,0
2018-10-08/2018-10-14,2018-10-08,2018-10-14,0
2018-10-15/2018-10-21,2018-10-15,2018-10-21,0
2018-10-22/2018-10-28,2018-10-22,2018-10-28,0
2018-10-29/2018-11-04,2018-10-29,2018-11-04,1
2018-11-05/2018-11-11,2018-11-05,2018-11-11,2
2018-11-12/2018-11-18,2018-11-12,2018-11-18,1
2018-11-19/2018-11-25,2018-11-19,2018-11-25,1
2018-11-26/2018-12-02,2018-11-26,2018-12-02,0
2018-12-03/2018-12-09,2018-12-03,2018-12-09,0
2018-12-10/2018-12-16,2018-12-10,2018-12-16,0
2018-12-17/2018-12-23,2018-12-17,2018-12-23,0
2018-12-24/2018-12-30,2018-12-24,2018-12-30,0
2018-12-31/2019-01-06,2018-12-31,2019-01-06,0
2019-01-07/2019-01-13,2019-01-07,2019-01-13,0
2019-01-14/2019-01-20,2019-01-14,2019-01-20,0
2019-01-21/2019-01-27,2019-01-21,2019-01-27,0
2019-01-28/2019-02-03,2019-01-28,2019-02-03,0
2019-02-04/2019-02-10,2019-02-04,2019-02-10,1
2019-02-11/2019-02-17,2019-02-11,2019-02-17,1
2019-02-18/2019-02-24,2019-02-18,2019-02-24,0
2019-02-25/2019-03-03,2019-02-25,2019-03-03,0
2019-03-04/2019-03-10,2019-03-04,2019-03-10,0
2019-03-11/2019-03-17,2019-03-11,2019-03-17,0
2019-03-18/2019-03-24,2019-03-18,2019-03-24,5
2019-03-25/2019-03-31,2019-03-25,2019-03-31,0
2019-04-01/2019-04-07,2019-04-01,2019-04-07,3
2019-04-08/2019-04-14,2019-04-08,2019-04-14,0
2019-04-15/2019-04-21,2019-04-15,2019-04-21,1
2019-04-22/2019-04-28,2019-04-22,2019-04-28,0
2019-04-29/2019-05-05,2019-04-29,2019-05-05,0
2019-05-06/2019-05-12,2019-05-06,2019-05-12,0
2019-05-13/2019-05-19,2019-05-13,2019-05-19,0
2019-05-20/2019-05-26,2019-05-20,2019-05-26,0
2019-05-27/2019-06-02,2019-05-27,2019-06-02,1
2019-06-03/2019-06-09,2019-06-03,2019-06-09,3
2019-06-10/2019-06-16,2019-06-10,2019-06-16,0
2019-06-17/2019-06-23,2019-06-17,2019-06-23,0
2019-06-24/2019-06-30,2019-06-24,2019-06-30,1
2019-07-01/2019-07-07,2019-07-01,2019-07-07,0
2019-07-08/2019-07-14,2019-07-08,2019-07-14,0
2019-07-15/2019-07-21,2019-07-15,2019-07-21,0
2019-07-22/2019-07-28,2019-07-22,2019-07-28,0
2019-07-29/2019-08-04,2019-07-29,2019-08-04,0
2019-08-05/2019-08-11,2019-08-05,2019-08-11,0
2019-08-12/2019-08-18,2019-08-12,2019-08-18,1
2019-08-19/2019-08-25,2019-08-19,2019-08-25,1
2019-08-26/2019-09-01,2019-08-26,2019-09-01,0
2019-09-02/2019-09-08,2019-09-02,2019-09-08,0
2019-09-09/2019-09-15,2019-09-09,2019-09-15,2
2019-09-16/2019-09-22,2019-09-16,2019-09-22,0
2019-09-23/2019-09-29,2019-09-23,2019-09-29,0
2019-09-30/2019-10-06,2019-09-30,2019-10-06,0
2019-10-07/2019-10-13,2019-10-07,2019-10-13,0
2019-10-14/2019-10-20,2019-10-14,2019-10-20,1
2019-10-21/2019-10-27,2019-10-21,2019-10-27,1
2019-10-28/2019-11-03,2019-10-28,2019-11-03,1
2019-11-04/2019-11-10,2019-11-04,2019-11-10,1
2019-11-11/2019-11-17,2019-11-11,2019-11-17,1
2019-11-18/2019-11-24,2019-11-18,2019-11-24,0
2019-11-25/2019-12-01,2019-11-25,2019-12-01,0
2019-12-02/2019-12-08,2019-12-02,2019-12-08,0
2019-12-09/2019-12-15,2019-12-09,2019-12-15,0
2019-12-16/2019-12-22,2019-12-16,2019-12-22,0
2019-12-23/2019-12-29,2019-12-23,2019-12-29,0
2019-12-30/2020-01-05,2019-12-30,2020-01-05,0
2020-01-06/2020-01-12,2020-01-06,2020-01-12,0
2020-01-13/2020-01-19,2020-01-13,2020-01-19,0
2020-01-20/2020-01-26,2020-01-20,2020-01-26,0
2020-01-27/2020-02-02,2020-01-27,2020-02-02,1
2020-02-03/2020-02-09,2020-02-03,2020-02-09,0
2020-02-10/2020-02-16,2020-02-10,2020-02-16,1
2020-02-17/2020-02-23,2020-02-17,2020-02-23,0
2020-02-24/2020-03-01,2020-02-24,2020-03-01,0
2020-03-02/2020-03-08,2020-03-02,2020-03-08,1
2020-03-09/2020-03-15,2020-03-09,2020-03-15,0
2020-03-16/2020-03-22,2020-03-16,2020-03-22,4
2020-03-23/2020-03-29,2020-03-23,2020-03-29,1
2020-03-30/2020-04-05,2020-03-30,2020-04-05,2
2020-04-06/2020-04-12,2020-04-06,2020-04-12,1
2020-04-13/2020-04-19,2020-04-13,2020-04-19,0
2020-04-20/2020-04-26,2020-04-20,2020-04-26,0
2020-04-27/2020-05-03,2020-04-27,2020-05-03,0
2020-05-04/2020-05-10,2020-05-04,2020-05-10,0
2020-05-11/2020-05-17,2020-05-11,2020-05-17,1
2020-05-18/2020-05-24,2020-05-18,2020-05-24,1
2020-05-25/2020-05-31,2020-05-25,2020-05-31,1
2020-06-01/2020-06-07,2020-06-01,2020-06-07,2
2020-06-08/2020-06-14,2020-06-08,2020-06-14,0
2020-06-15/2020-06-21,2020-06-15,2020-06-21,1
2020-06-22/2020-06-28,2020-06-22,2020-06-28,0
2020-06-29/2020-07-05,2020-06-29,2020-07-05,0
2020-07-06/2020-07-12,2020-07-06,2020-07-12,0
2020-07-13/2020-07-19,2020-07-13,2020-07-19,0
2020-07-20/2020-07-26,2020-07-20,2020-07-26,0
2020-07-27/2020-08-02,2020-07-27,2020-08-02,1
2020-08-03/2020-08-09,2020-08-03,2020-08-09,1
2020-08-10/2020-08-16,2020-08-10,2020-08-16,0
2020-08-17/2020-08-23,2020-08-17,2020-08-23,0
2020-08-24/2020-08-30,2020-08-24,2020-08-30,2
2020-08-31/2020-09-06,2020-08-31,2020-09-06,0
2020-09-07/2020-09-13,2020-09-07,2020-09-13,0
2020-09-14/2020-09-20,2020-09-14,2020-09-20,0
2020-09-21/2020-09-27,2020-09-21,2020-09-27,0
2020-09-28/2020-10-04,2020-09-28,2020-10-04,0
2020-10-05/2020-10-11,2020-10-05,2020-10-11,1
2020-10-12/2020-10-18,2020-10-12,2020-10-18,2
2020-10-19/2020-10-25,2020-10-19,2020-10-25,1
2020-10-26/2020-11-01,2020-10-26,2020-11-01,0
2020-11-02/2020-11-08,2020-11-02,2020-11-08,1
2020-11-09/2020-11-15,2020-11-09,2020-11-15,0
2020-11-16/2020-11-22,2020-11-16,2020-11-22,0
2020-11-23/2020-11-29,2020-11-23,2020-11-29,0
2020-11-30/2020-12-06,2020-11-30,2020-12-06,0
2020-12-07/2020-12-13,2020-12-07,2020-12-13,0
2020-12-14/2020-12-20,2020-12-14,2020-12-20,0
2020-12-21/2020-12-27,2020-12-21,2020-12-27,0
2020-12-28/2021-01-03,2020-12-28,2021-01-03,0
2021-01-04/2021-01-10,2021-01-04,2021-01-10,0
2021-01-11/2021-01-17,2021-01-11,2021-01-17,1
2021-01-18/2021-01-24,2021-01-18,2021-01-24,0
2021-01-25/2021-01-31,2021-01-25,2021-01-31,0
2021-02-01/2021-02-07,2021-02-01,2021-02-07,0
2021-02-08/2021-02-14,2021-02-08,2021-02-14,1
2021-02-15/2021-02-21,2021-02-15,2021-02-21,0
2021-02-22/2021-02-28,2021-02-22,2021-02-28,1
2021-03-01/2021-03-07,2021-03-01,2021-03-07,0
2021-03-08/2021-03-14,2021-03-08,2021-03-14,1
2021-03-15/2021-03-21,2021-03-15,2021-03-21,3
2021-03-22/2021-03-28,2021-03-22,2021-03-28,3
2021-03-29/2021-04-04,2021-03-29,2021-04-04,3
2021-04-05/2021-04-11,2021-04-05,2021-04-11,0
2021-04-12/2021-04-18,2021-04-12,2021-04-18,0
2021-04-19/2021-04-25,2021-04-19,2021-04-25,0
2021-04-26/2021-05-02,2021-04-26,2021-05-02,0
2021-05-03/2021-05-09,2021-05-03,2021-05-09,1
2021-05-10/2021-05-16,2021-05-10,2021-05-16,2
2021-05-17/2021-05-23,2021-05-17,2021-05-23,0
2021-05-24/2021-05-30,2021-05-24,2021-05-30,0
2021-05-31/2021-06-06,2021-05-31,2021-06-06,3
2021-06-07/2021-06-13,2021-06-07,2021-06-13,0
2021-06-14/2021-06-20,2021-06-14,2021-06-20,0
2021-06-21/2021-06-27,2021-06-21,2021-06-27,0
2021-06-28/2021-07-04,2021-06-28,2021-07-04,0
2021-07-05/2021-07-11,2021-07-05,2021-07-11,0
2021-07-12/2021-07-18,2021-07-12,2021-07-18,0
2021-07-19/2021-07-25,2021-07-19,2021-07-25,1
2021-07-26/2021-08-01,2021-07-26,2021-08-01,1
2021-08-02/2021-08-08,2021-08-02,2021-08-08,0
2021-08-09/2021-08-15,2021-08-09,2021-08-15,0
2021-08-16/2021-08-22,2021-08-16,2021-08-22,2
2021-08-23/2021-08-29,2021-08-23,2021-08-29,0
2021-08-30/2021-09-05,2021-08-30,2021-09-05,0
2021-09-06/2021-09-12,2021-09-06,2021-09-12,0
2021-09-13/2021-09-19,2021-09-13,2021-09-19,0
2021-09-20/2021-09-26,2021-09-20,2021-09-26,0
2021-09-27/2021-10-03,2021-09-27,2021-10-03,1
2021-10-04/2021-10-10,2021-10-04,2021-10-10,2
2021-10-11/2021-10-17,2021-10-11,2021-10-17,1
2021-10-18/2021-10-24,2021-10-18,2021-10-24,1
2021-10-25/2021-10-31,2021-10-25,2021-10-31,0
2021-11-01/2021-11-07,2021-11-01,2021-11-07,0
2021-11-08/2021-11-14,2021-11-08,2021-11-14,0
2021-11-15/2021-11-21,2021-11-15,2021-11-21,0
2021-11-22/2021-11-28,2021-11-22,2021-11-28,0
2021-11-29/2021-12-05,2021-11-29,2021-12-05,0
2021-12-06/2021-12-12,2021-12-06,2021-12-12,0
2021-12-13/2021-12-19,2021-12-13,2021-12-19,0
2021-12-20/2021-12-26,2021-12-20,2021-12-26,0
2021-12-27/2022-01-02,2021-12-27,2022-01-02,0
2022-01-03/2022-01-09,2022-01-03,2022-01-09,1
2022-01-10/2022-01-16,2022-01-10,2022-01-16,0
2022-01-17/2022-01-23,2022-01-17,2022-01-23,0
2022-01-24/2022-01-30,2022-01-24,2022-01-30,0
2022-01-31/2022-02-06,2022-01-31,2022-02-06,0
2022-02-07/2022-02-13,2022-02-07,2022-02-13,1
2022-02-14/2022-02-20,2022-02-14,2022-02-20,1
2022-02-21/2022-02-27,2022-02-21,2022-02-27,0
2022-02-28/2022-03-06,2022-02-28,2022-03-06,1
2022-03-07/2022-03-13,2022-03-07,2022-03-13,0
2022-03-14/2022-03-20,2022-03-14,2022-03-20,2
2022-03-21/2022-03-27,2022-03-21,2022-03-27,4
2022-03-28/2022-04-03,2022-03-28,2022-04-03,2
2022-04-04/2022-04-10,2022-04-04,2022-04-10,0
2022-04-11/2022-04-17,2022-04-11,2022-04-17,0
2022-04-18/2022-04-24,2022-04-18,2022-04-24,1
2022-04-25/2022-05-01,2022-04-25,2022-05-01,0
2022-05-02/2022-05-08,2022-05-02,2022-05-08,2
2022-05-09/2022-05-15,2022-05-09,2022-05-15,0
2022-05-16/2022-05-22,2022-05-16,2022-05-22,0
2022-05-23/2022-05-29,2022-05-23,2022-05-29,1
2022-05-30/2022-06-05,2022-05-30,2022-06-05,2
2022-06-06/2022-06-12,2022-06-06,2022-06-12,0
2022-06-13/2022-06-19,2022-06-13,2022-06-19,0
2022-06-20/2022-06-26,2022-06-20,2022-06-26,0
2022-06-27/2022-07-03,2022-06-27,2022-07-03,0
2022-07-04/2022-07-10,2022-07-04,2022-07-10,1
2022-07-11/2022-07-17,2022-07-11,2022-07-17,0
2022-07-18/2022-07-24,2022-07-18,2022-07-24,1
2022-07-25/2022-07-31,2022-07-25,2022-07-31,0
2022-08-01/2022-08-07,2022-08-01,2022-08-07,1
2022-08-08/2022-08-14,2022-08-08,2022-08-14,1
2022-08-15/2022-08-21,2022-08-15,2022-08-21,0
2022-08-22/2022-08-28,2022-08-22,2022-08-28,0
2022-08-29/2022-09-04,2022-08-29,2022-09-04,0
2022-09-05/2022-09-11,2022-09-05,2022-09-11,0
2022-09-12/2022-09-18,2022-09-12,2022-09-18,1
2022-09-19/2022-09-25,2022-09-19,2022-09-25,1
2022-09-26/2022-10-02,2022-09-26,2022-10-02,1
2022-10-03/2022-10-09,2022-10-03,2022-10-09,1
2022-10-10/2022-10-16,2022-10-10,2022-10-16,1
2022-10-17/2022-10-23,2022-10-17,2022-10-23,0
2022-10-24/2022-10-30,2022-10-24,2022-10-30,0
2022-10-31/2022-11-06,2022-10-31,2022-11-06,0
2022-11-07/2022-11-13,2022-11-07,2022-11-13,0
2022-11-14/2022-11-20,2022-11-14,2022-11-20,0
2022-11-21/2022-11-27,2022-11-21,2022-11-27,0
2022-11-28/2022-12-04,2022-11-28,2022-12-04,0
2022-12-05/2022-12-11,2022-12-05,2022-12-11,0
2022-12-12/2022-12-18,2022-12-12,2022-12-18,0
2022-12-19/2022-12-25,2022-12-19,2022-12-25,0
2022-12-26/2023-01-01,2022-12-26,2023-01-01,1
2023-01-02/2023-01-08,2023-01-02,2023-01-08,0
2023-01-09/2023-01-15,2023-01-09,2023-01-15,0
2023-01-16/2023-01-22,2023-01-16,2023-01-22,0
2023-01-23/2023-01-29,2023-01-23,2023-01-29,0
2023-01-30/2023-02-05,2023-01-30,2023-02-05,1
2023-02-06/2023-02-12,2023-02-06,2023-02-12,1
2023-02-13/2023-02-19,2023-02-13,2023-02-19,1
2023-02-20/2023-02-26,2023-02-20,2023-02-26,0
2023-02-27/2023-03-05,2023-02-27,2023-03-05,0
2023-03-06/2023-03-12,2023-03-06,2023-03-12,1
2023-03-13/2023-03-19,2023-03-13,2023-03-19,0
2023-03-20/2023-03-26,2023-03-20,2023-03-26,5
2023-03-27/2023-04-02,2023-03-27,2023-04-02,2
2023-04-03/2023-04-09,2023-04-03,2023-04-09,0
2023-04-10/2023-04-16,2023-04-10,2023-04-16,1
2023-04-17/2023-04-23,2023-04-17,2023-04-23,2
2023-04-24/2023-04-30,2023-04-24,2023-04-30,0
2023-05-01/2023-05-07,2023-05-01,2023-05-07,0
2023-05-08/2023-05-14,2023-05-08,2023-05-14,0
2023-05-15/2023-05-21,2023-05-15,2023-05-21,1
2023-05-22/2023-05-28,2023-05-22,2023-05-28,0
2023-05-29/2023-06-04,2023-05-29,2023-06-04,1
2023-06-05/2023-06-11,2023-06-05,2023-06-11,1
2023-06-12/2023-06-18,2023-06-12,2023-06-18,0
2023-06-19/2023-06-25,2023-06-19,2023-06-25,0
2023-06-26/2023-07-02,2023-06-26,2023-07-02,1
2023-07-03/2023-07-09,2023-07-03,2023-07-09,1
2023-07-10/2023-07-16,2023-07-10,2023-07-16,0
2023-07-17/2023-07-23,2023-07-17,2023-07-23,0
2023-07-24/2023-07-30,2023-07-24,2023-07-30,2
2023-07-31/2023-08-06,2023-07-31,2023-08-06,0
2023-08-07/2023-08-13,2023-08-07,2023-08-13,0
2023-08-14/2023-08-20,2023-08-14,2023-08-20,0
2023-08-21/2023-08-27,2023-08-21,2023-08-27,0
2023-08-28/2023-09-03,2023-08-28,2023-09-03,0
2023-09-04/2023-09-10,2023-09-04,2023-09-10,1
2023-09-11/2023-09-17,2023-09-11,2023-09-17,2
2023-09-18/2023-09-24,2023-09-18,2023-09-24,1
2023-09-25/2023-10-01,2023-09-25,2023-10-01,0
2023-10-02/2023-10-08,2023-10-02,2023-10-08,1
2023-10-09/2023-10-15,2023-10-09,2023-10-15,0
2023-10-16/2023-10-22,2023-10-16,2023-10-22,0
2023-10-23/2023-10-29,2023-10-23,2023-10-29,0
2023-10-30/2023-11-05,2023-10-30,2023-11-05,0
2023-11-06/2023-11-12,2023-11-06,2023-11-12,0
2023-11-13/2023-11-19,2023-11-13,2023-11-19,0
2023-11-20/2023-11-26,2023-11-20,2023-11-26,0
2023-11-27/2023-12-03,2023-11-27,2023-12-03,0
2023-12-04/2023-12-10,2023-12-04,2023-12-10,0
2023-12-11/2023-12-17,2023-12-11,2023-12-17,1
2023-12-18/2023-12-24,2023-12-18,2023-12-24,0
2023-12-25/2023-12-31,2023-12-25,2023-12-31,0
2024-01-01/2024-01-07,2024-01-01,2024-01-07,0
2024-01-08/2024-01-14,2024-01-08,2024-01-14,0
2024-01-15/2024-01-21,2024-01-15,2024-01-21,0
2024-01-22/2024-01-28,2024-01-22,2024-01-28,1
2024-01-29/2024-02-04,2024-01-29,2024-02-04,0
2024-02-05/2024-02-11,2024-02-05,2024-02-11,2
2024-02-12/2024-02-18,2024-02-12,2024-02-18,0
2024-02-19/2024-02-25,2024-02-19,2024-02-25,1
2024-02-26/2024-03-03,2024-02-26,2024-03-03,0
2024-03-04/2024-03-10,2024-03-04,2024-03-10,0
2024-03-11/2024-03-17,2024-03-11,2024-03-17,0
2024-03-18/2024-03-24,2024-03-18,2024-03-24,5
2024-03-25/2024-03-31,2024-03-25,2024-03-31,1
2024-04-01/2024-04-07,2024-04-01,2024-04-07,1
2024-04-08/2024-04-14,2024-04-08,2024-04-14,2
2024-04-15/2024-04-21,2024-04-15,2024-04-21,0
2024-04-22/2024-04-28,2024-04-22,2024-04-28,0
2024-04-29/2024-05-05,2024-04-29,2024-05-05,1
2024-05-06/2024-05-12,2024-05-06,2024-05-12,0
2024-05-13/2024-05-19,2024-05-13,2024-05-19,0
2024-05-20/2024-05-26,2024-05-20,2024-05-26,0
2024-05-27/2024-06-02,2024-05-27,2024-06-02,0
2024-06-03/2024-06-09,2024-06-03,2024-06-09,2
2024-06-10/2024-06-16,2024-06-10,2024-06-16,0
2024-06-17/2024-06-23,2024-06-17,2024-06-23,1
2024-06-24/2024-06-30,2024-06-24,2024-06-30,1
2024-07-01/2024-07-07,2024-07-01,2024-07-07,0
2024-07-08/2024-07-14,2024-07-08,2024-07-14,0
2024-07-15/2024-07-21,2024-07-15,2024-07-21,2
2024-07-22/2024-07-28,2024-07-22,2024-07-28,0
2024-07-29/2024-08-04,2024-07-29,2024-08-04,0
2024-08-05/2024-08-11,2024-08-05,2024-08-11,0
2024-08-12/2024-08-18,2024-08-12,2024-08-18,0
2024-08-19/2024-08-25,2024-08-19,2024-08-25,1
2024-08-26/2024-09-01,2024-08-26,2024-09-01,0
2024-09-02/2024-09-08,2024-09-02,2024-09-08,2
2024-09-09/2024-09-15,2024-09-09,2024-09-15,1
2024-09-16/2024-09-22,2024-09-16,2024-09-22,1
2024-09-23/2024-09-29,2024-09-23,2024-09-29,0
2024-09-30/2024-10-06,2024-09-30,2024-10-06,0
2024-10-07/2024-10-13,2024-10-07,2024-10-13,0
2024-10-14/2024-10-20,2024-10-14,2024-10-20,0
2024-10-21/2024-10-27,2024-10-21,2024-10-27,0
2024-10-28/2024-11-03,2024-10-28,2024-11-03,0
2024-11-04/2024-11-10,2024-11-04,2024-11-10,0
2024-11-11/2024-11-17,2024-11-11,2024-11-17,0
2024-11-18/2024-11-24,2024-11-18,2024-11-24,0
2024-11-25/2024-12-01,2024-11-25,2024-12-01,0
2024-12-02/2024-12-08,2024-12-02,2024-12-08,1
2024-12-09/2024-12-15,2024-12-09,2024-12-15,0
2024-12-16/2024-12-22,2024-12-16,2024-12-22,0
2024-12-23/2024-12-29,2024-12-23,2024-12-29,0
2024-12-30/2025-01-05,2024-12-30,2025-01-05,0
2025-01-06/2025-01-12,2025-01-06,2025-01-12,0
2025-01-13/2025-01-19,2025-01-13,2025-01-19,1
2025-01-20/2025-01-26,2025-01-20,2025-01-26,0
2025-01-27/2025-02-02,2025-01-27,2025-02-02,1
2025-02-03/2025-02-09,2025-02-03,2025-02-09,0
2025-02-10/2025-02-16,2025-02-10,2025-02-16,2
2025-02-17/2025-02-23,2025-02-17,2025-02-23,0
2025-02-24/2025-03-02,2025-02-24,2025-03-02,0
2025-03-03/2025-03-09,2025-03-03,2025-03-09,0
2025-03-10/2025-03-16,2025-03-10,2025-03-16,0
2025-03-17/2025-03-23,2025-03-17,2025-03-23,5
2025-03-24/2025-03-30,2025-03-24,2025-03-30,1
2025-03-31/2025-04-06,2025-03-31,2025-04-06,3
2025-04-07/2025-04-13,2025-04-07,2025-04-13,0
2025-04-14/2025-04-20,2025-04-14,2025-04-20,0
2025-04-21/2025-04-27,2025-04-21,2025-04-27,1
2025-04-28/2025-05-04,2025-04-28,2025-05-04,0
2025-05-05/2025-05-11,2025-05-05,2025-05-11,0
2025-05-12/2025-05-18,2025-05-12,2025-05-18,0
2025-05-19/2025-05-25,2025-05-19,2025-05-25,0
2025-05-26/2025-06-01,2025-05-26,2025-06-01,0
2025-06-02/2025-06-08,2025-06-02,2025-06-08,3
2025-06-09/2025-06-15,2025-06-09,2025-06-15,1
2025-06-16/2025-06-22,2025-06-16,2025-06-22,0
2025-06-23/2025-06-29,2025-06-23,2025-06-29,0
2025-06-30/2025-07-06,2025-06-30,2025-07-06,2
2025-07-07/2025-07-13,2025-07-07,2025-07-13,0
2025-07-14/2025-07-20,2025-07-14,2025-07-20,0
2025-07-21/2025-07-27,2025-07-21,2025-07-27,0
2025-07-28/2025-08-03,2025-07-28,2025-08-03,0
2025-08-04/2025-08-10,2025-08-04,2025-08-10,0
2025-08-11/2025-08-17,2025-08-11,2025-08-17,1
2025-08-18/2025-08-24,2025-08-18,2025-08-24,2
2025-08-25/2025-08-31,2025-08-25,2025-08-31,0
2025-09-01/2025-09-07,2025-09-01,2025-09-07,1
2025-09-08/2025-09-14,2025-09-08,2025-09-14,1
2025-09-15/2025-09-21,2025-09-15,2025-09-21,0
2025-09-22/2025-09-28,2025-09-22,2025-09-28,0
2025-09-29/2025-10-05,2025-09-29,2025-10-05,0
2025-10-06/2025-10-12,2025-10-06,2025-10-12,0
2025-10-13/2025-10-19,2025-10-13,2025-10-19,0
2025-10-20/2025-10-26,2025-10-20,2025-10-26,0
2025-10-27/2025-11-02,2025-10-27,2025-11-02,0
2025-11-03/2025-11-09,2025-11-03,2025-11-09,0
2025-11-10/2025-11-16,2025-11-10,2025-11-16,0
2025-11-17/2025-11-23,2025-11-17,2025-11-23,0
2025-11-24/2025-11-30,2025-11-24,2025-11-30,1
2025-12-01/2025-12-07,2025-12-01,2025-12-07,0
2025-12-08/2025-12-14,2025-12-08,2025-12-14,0
2025-12-15/2025-12-21,2025-12-15,2025-12-21,0
2025-12-22/2025-12-28,2025-12-22,2025-12-28,0
2025-12-29/2026-01-04,2025-12-29,2026-01-04,1
2026-01-05/2026-01-11,2026-01-05,2026-01-11,0
2026-01-12/2026-01-18,2026-01-12,2026-01-18,1
2026-01-19/2026-01-25,2026-01-19,2026-01-25,0
2026-01-26/2026-02-01,2026-01-26,2026-02-01,0
2026-02-02/2026-02-08,2026-02-02,2026-02-08,1
2026-02-09/2026-02-15,2026-02-09,2026-02-15,1
2026-02-16/2026-02-22,2026-02-16,2026-02-22,0
2026-02-23/2026-03-01,2026-02-23,2026-03-01,0
2026-03-02/2026-03-08,2026-03-02,2026-03-08,0
2026-03-09/2026-03-15,2026-03-09,2026-03-15,1
2026-03-16/2026-03-22,2026-03-16,2026-03-22,3
2026-03-23/2026-03-29,2026-03-23,2026-03-29,2
2026-03-30/2026-04-05,2026-03-30,2026-04-05,2
2026-04-06/2026-04-12,2026-04-06,2026-04-12,0
2026-04-13/2026-04-19,2026-04-13,2026-04-19,1
2026-04-20/2026-04-26,2026-04-20,2026-04-26,0
2026-04-27/2026-05-03,2026-04-27,2026-05-03,0
2026-05-04/2026-05-10,2026-05-04,2026-05-10,0
2026-05-11/2026-05-17,2026-05-11,2026-05-17,0
2026-05-18/2026-05-24,2026-05-18,2026-05-24,0
2026-05-25/2026-05-31,2026-05-25,2026-05-31,1
2026-06-01/2026-06-07,2026-06-01,2026-06-07,2
2026-06-08/2026-06-14,2026-06-08,2026-06-14,0
2026-06-15/2026-06-21,2026-06-15,2026-06-21,0
2026-06-22/2026-06-28,2026-06-22,2026-06-28,2
2026-06-29/2026-07-05,2026-06-29,2026-07-05,0
2026-07-06/2026-07-12,2026-07-06,2026-07-12,0
2026-07-13/2026-07-19,2026-07-13,2026-07-19,0
2026-07-20/2026-07-26,2026-07-20,2026-07-26,0
2026-07-27/2026-08-02,2026-07-27,2026-08-02,0
2026-08-03/2026-08-09,2026-08-03,2026-08-09,1
2026-08-10/2026-08-16,2026-08-10,2026-08-16,2
2026-08-17/2026-08-23,2026-08-17,2026-08-23,1
2026-08-24/2026-08-30,2026-08-24,2026-08-30,0
2026-08-31/2026-09-06,2026-08-31,2026-09-06,1
2026-09-07/2026-09-13,2026-09-07,2026-09-13,0
2026-09-14/2026-09-20,2026-09-14,2026-09-20,0
2026-09-21/2026-09-27,2026-09-21,2026-09-27,0
2026-09-28/2026-10-04,2026-09-28,2026-10-04,0
2026-10-05/2026-10-11,2026-10-05,2026-10-11,0
2026-10-12/2026-10-18,2026-10-12,2026-10-18,0
2026-10-19/2026-10-25,2026-10-19,2026-10-25,0
2026-10-26/2026-11-01,2026-10-26,2026-11-01,0
2026-11-02/2026-11-08,2026-11-02,2026-11-08,0
2026-11-09/2026-11-15,2026-11-09,2026-11-15,1
2026-11-16/2026-11-22,2026-11-16,2026-11-22,0
2026-11-23/2026-11-29,2026-11-23,2026-11-29,0
